name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Jigawa,1/1/2010,87.5,55.3,70.5,83.9,55.3,69.5,32.1,26.5,0,0,0,,0,0,,6.5,46.8,1013.7,52.9,,,,,,2010-01-01T06:42:35,2010-01-01T18:09:37,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,1/2/2010,88.1,52.8,71,84.3,52.8,70,29.8,23.9,0,0,0,,0,0,,7.2,41,1014.1,14.9,,,,,,2010-01-02T06:42:59,2010-01-02T18:10:10,0.56,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/3/2010,88.1,50.4,71,84.3,50.4,70,32.6,27.3,0,0,0,,0,0,,6.7,49,1013.8,8.8,,,,,,2010-01-03T06:43:21,2010-01-03T18:10:44,0.59,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/4/2010,86.6,54.4,70.6,83.1,54.4,69.7,32.2,26.2,0,0,0,,0,0,,6.7,46.2,1013.4,38.4,,,,,,2010-01-04T06:43:43,2010-01-04T18:11:17,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,1/5/2010,85.2,52.1,69,82.1,52.1,68.4,34.9,30.3,0,0,0,,0,0,,7.2,43.5,1013.3,0.8,,,,,,2010-01-05T06:44:03,2010-01-05T18:11:50,0.66,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/6/2010,83.4,52.4,68.6,80.7,52.4,68.3,36.2,32.5,0,0,0,,0,0,,7.2,49.1,1013,4.8,,,,,,2010-01-06T06:44:23,2010-01-06T18:12:24,0.7,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/7/2010,87.2,53.3,70.5,83.6,53.3,69.7,36,30.5,0,0,0,,0,0,,5.8,42.4,1012.5,35.8,,,,,,2010-01-07T06:44:42,2010-01-07T18:12:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,1/8/2010,87.7,52.1,71.5,84,52.1,70.6,36.8,31.1,0,0,0,,0,0,,5.4,36.8,1012.1,7.1,,,,,,2010-01-08T06:45:01,2010-01-08T18:13:30,0.76,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/9/2010,91.1,53.1,72.5,86.9,53.1,71.3,35.8,28.5,0,0,0,,0,0,,6,33.4,1011.3,20.6,,,,,,2010-01-09T06:45:18,2010-01-09T18:14:03,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
Jigawa,1/10/2010,93.5,54.8,74.6,89.2,54.8,73.2,37.9,28.8,0,0,0,,0,0,,6.9,34.5,1011.2,1,,,,,,2010-01-10T06:45:34,2010-01-10T18:14:36,0.83,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/11/2010,92.2,56.2,74.6,87.9,56.2,73.1,37.8,29.1,0,0,0,,0,0,,6.5,21.4,1011.9,0.7,,,,,,2010-01-11T06:45:49,2010-01-11T18:15:09,0.87,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/12/2010,91.1,55.5,74.8,87.1,55.5,73.5,39.9,30.4,0,0,0,,0,0,,8.3,41.9,1012.2,1.8,,,,,,2010-01-12T06:46:04,2010-01-12T18:15:41,0.9,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/13/2010,90.9,56.7,74.6,86.7,56.7,73.3,33.1,24,0,0,0,,0,0,,6.7,39.3,1012.5,49.4,,,,,,2010-01-13T06:46:17,2010-01-13T18:16:13,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,1/14/2010,88.2,53,71.3,84.4,53,70.2,33.9,27.7,0,0,0,,0,0,,5.4,30.4,1013.4,54.2,,,,,,2010-01-14T06:46:30,2010-01-14T18:16:46,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,1/15/2010,89.1,55.8,73,85.2,55.8,71.8,35.1,27.2,0,0,0,,0,0,,6,29.1,1014.2,54.7,,,,,,2010-01-15T06:46:41,2010-01-15T18:17:17,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,1/16/2010,91.1,52.8,72.1,86.9,52.8,70.7,36.8,31,0,0,0,,0,0,,6,31.9,1013.8,28.8,,,,,,2010-01-16T06:46:52,2010-01-16T18:17:49,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
Jigawa,1/17/2010,85.4,56.4,70.9,82.2,56.4,70.2,30,23.8,0,0,0,,0,0,,10.1,42,1016.2,1.7,,,,,,2010-01-17T06:47:01,2010-01-17T18:18:20,0.07,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/18/2010,79.2,52.6,66.4,79.2,52.6,66.4,29.3,25.9,0,0,0,,0,0,,8.7,36.4,1017.8,0.1,,,,,,2010-01-18T06:47:09,2010-01-18T18:18:50,0.11,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/19/2010,79.4,53,66.2,79.4,53,66.2,31.7,29.1,0,0,0,,0,0,,8.1,44.3,1016.7,0,,,,,,2010-01-19T06:47:17,2010-01-19T18:19:21,0.14,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/20/2010,83.4,53.3,67.6,80.7,53.3,67.2,33.8,30.8,0,0,0,,0,0,,9.6,51.4,1015.3,5.3,,,,,,2010-01-20T06:47:23,2010-01-20T18:19:51,0.17,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/21/2010,86.8,55.8,71.2,83.3,55.8,70.4,35.8,29.3,0,0,0,,0,0,,7.8,51.6,1015.3,5.9,,,,,,2010-01-21T06:47:28,2010-01-21T18:20:20,0.21,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/22/2010,87.3,55.3,71.7,83.7,55.3,70.8,35,27.7,0,0,0,,0,0,,6.9,44.7,1014.2,0,,,,,,2010-01-22T06:47:32,2010-01-22T18:20:49,0.24,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/23/2010,89.9,56.6,73.7,85.8,56.6,72.5,32.4,23.4,0,0,0,,0,0,,7.2,43.5,1012.5,1.6,,,,,,2010-01-23T06:47:35,2010-01-23T18:21:18,0.25,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/24/2010,92.6,57.1,76.3,88.1,57.1,74.7,33.3,22.4,0,0,0,,0,0,,6.7,49.4,1010.7,9.5,,,,,,2010-01-24T06:47:37,2010-01-24T18:21:46,0.31,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/25/2010,95.8,59.4,77.6,91,59.4,75.9,34.5,23.4,0,0,0,,0,0,,6.3,53.5,1009.4,23.3,,,,,,2010-01-25T06:47:38,2010-01-25T18:22:13,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,1/26/2010,96.2,60,79.3,91.6,60,77.6,40.1,27.7,0,0,0,,0,0,,5.6,50.7,1009.1,36.2,,,,,,2010-01-26T06:47:38,2010-01-26T18:22:40,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
Jigawa,1/27/2010,99.2,62,81.6,94.6,62,79.5,40.1,25.5,0,0,0,,0,0,,5.8,57.9,1008.8,0.3,,,,,,2010-01-27T06:47:36,2010-01-27T18:23:07,0.41,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/28/2010,99.1,65.9,82.4,94.1,65.9,80.6,40.8,24.6,0,0,0,,0,0,,5.6,43.3,1009,0.8,,,,,,2010-01-28T06:47:34,2010-01-28T18:23:33,0.44,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,1/29/2010,100.7,66.6,83.4,95.2,66.6,81,37.4,21.8,0,0,0,,0,0,,5.6,36.4,1008.1,73,,,,,,2010-01-29T06:47:31,2010-01-29T18:23:58,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,1/30/2010,99.1,66.8,83.2,93.7,66.8,80.9,30.1,16.1,0,0,0,,0,0,,6.3,341.2,1009,40.9,,,,,,2010-01-30T06:47:26,2010-01-30T18:24:23,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,1/31/2010,97.2,63.9,81,92.1,63.9,79,24.8,13.5,0,0,0,,0,0,,6,2,1010.1,0,,,,,,2010-01-31T06:47:21,2010-01-31T18:24:47,0.54,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/1/2010,96.2,62.3,81.2,91.2,62.3,79.1,27.6,14.9,0,0,0,,0,0,,7.6,31.2,1011.4,0,,,,,,2010-02-01T06:47:14,2010-02-01T18:25:11,0.57,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/2/2010,93.5,66.8,80.7,88.8,66.8,79,26.2,14.1,0,0,0,,0,0,,8.7,30.7,1012,1.3,,,,,,2010-02-02T06:47:06,2010-02-02T18:25:34,0.61,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/3/2010,94.2,63.6,78.9,89.5,63.6,77.3,19.8,11.9,0,0,0,,0,0,,7.6,30.9,1012.4,16.8,,,,,,2010-02-03T06:46:58,2010-02-03T18:25:56,0.64,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/4/2010,90.8,65,78.2,86.6,65,76.5,25.9,15.5,0,0,0,,0,0,,9.4,45.2,1013.4,22.6,,,,,,2010-02-04T06:46:48,2010-02-04T18:26:18,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,2/5/2010,87,61.8,75.1,83.4,61.8,73.9,30.5,20.2,0,0,0,,0,0,,8.1,41.9,1014,26,,,,,,2010-02-05T06:46:37,2010-02-05T18:26:39,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,2/6/2010,87,60.7,74.8,83.4,60.7,73.6,32.7,22.5,0,0,0,,0,0,,10.3,48.5,1013.3,1.5,,,,,,2010-02-06T06:46:25,2010-02-06T18:27:00,0.75,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/7/2010,86.8,59.3,73,83.3,59.3,72.2,31.5,23,0,0,0,,0,0,,8.7,46.6,1012.3,0,,,,,,2010-02-07T06:46:13,2010-02-07T18:27:20,0.78,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/8/2010,87.3,53,72.1,83.7,53,71.1,29.4,22.1,0,0,0,,0,0,,7.4,42.6,1012.1,3.4,,,,,,2010-02-08T06:45:59,2010-02-08T18:27:39,0.81,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/9/2010,92.2,54.6,73.9,87.8,54.6,72.5,30.1,22,0,0,0,,0,0,,5.6,53.6,1010.8,5,,,,,,2010-02-09T06:45:44,2010-02-09T18:27:58,0.84,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/10/2010,94.4,61.1,78.1,89.7,61.1,76.4,33.1,21.4,0,0,0,,0,0,,6,40.9,1009.7,7.6,,,,,,2010-02-10T06:45:28,2010-02-10T18:28:16,0.88,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/11/2010,97.1,62.1,80.3,92,62.1,78.2,32.6,19.9,0,0,0,,0,0,,5.8,55,1008.9,5,,,,,,2010-02-11T06:45:12,2010-02-11T18:28:33,0.91,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/12/2010,97.8,62.7,81.4,93,62.7,79.4,31.5,17.7,0.004,100,4.17,rain,0,0,,7.2,62.9,1008.6,33.9,,,,,,2010-02-12T06:44:54,2010-02-12T18:28:50,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
Jigawa,2/13/2010,99.4,68.1,84.2,94.1,68.1,81.8,28.9,15.6,0,0,0,,0,0,,6.5,48.7,1009.6,37,,,,,,2010-02-13T06:44:36,2010-02-13T18:29:07,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,2/14/2010,99.8,64.5,83.1,94.7,64.5,80.9,34.6,18.9,0,0,0,,0,0,,7.2,31.9,1009,5,,,,,,2010-02-14T06:44:16,2010-02-14T18:29:22,0,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/15/2010,100.3,68.3,84.3,94.9,68.3,81.9,36.3,20.1,0,0,0,,0,0,,6.3,33.9,1008.7,49,,,,,,2010-02-15T06:43:56,2010-02-15T18:29:37,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,2/16/2010,102.8,69.9,86.9,96.9,69.9,83.9,32.6,16.4,0,0,0,,0,0,,8.1,10.3,1009.3,18.3,,,,,,2010-02-16T06:43:35,2010-02-16T18:29:52,0.08,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/17/2010,103.4,64.8,86.3,98.8,64.8,83.7,35.1,17.3,0,0,0,,0,0,,8.3,43,1009.6,84.3,,,,,,2010-02-17T06:43:13,2010-02-17T18:30:05,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,2/18/2010,104.3,73.1,89.2,98.4,73.1,86,31.6,13.7,0,0,0,,0,0,,10.1,47.5,1010,43.4,,,,,,2010-02-18T06:42:50,2010-02-18T18:30:19,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,2/19/2010,101.9,71.1,88.4,96.2,71.1,85.2,31.7,14.6,0,0,0,,0,0,,7.4,36.8,1009.5,80.5,,,,,,2010-02-19T06:42:26,2010-02-19T18:30:31,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,2/20/2010,103.7,72.2,88.3,99.3,72.2,85.6,36.8,16.9,0,0,0,,0,0,,6,42,1008.8,68.3,,,,,,2010-02-20T06:42:02,2010-02-20T18:30:43,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,2/21/2010,103.2,67,86,97.6,67,83.2,34.9,18.2,0,0,0,,0,0,,6.9,23.7,1008,7,,,,,,2010-02-21T06:41:37,2010-02-21T18:30:55,0.25,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/22/2010,104.6,68.3,87.6,98.3,68.3,84.6,31.7,15,0,0,0,,0,0,,8.5,46.3,1007.7,4.8,,,,,,2010-02-22T06:41:11,2010-02-22T18:31:06,0.25,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/23/2010,103.4,69.2,87.7,97.2,69.2,84.6,31.2,14,0,0,0,,0,0,,7.8,40.3,1008.1,0.4,,,,,,2010-02-23T06:40:44,2010-02-23T18:31:16,0.32,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/24/2010,104.8,67.4,87,98.1,67.4,83.9,26.3,12.6,0,0,0,,0,0,,7.6,40.4,1008,2,,,,,,2010-02-24T06:40:17,2010-02-24T18:31:26,0.35,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/25/2010,103.4,64.1,85.3,97,64.1,82.4,23.8,11.5,0,0,0,,0,0,,8.1,55.4,1007.8,28.8,,,,,,2010-02-25T06:39:49,2010-02-25T18:31:36,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,2/26/2010,101.9,70.4,87.6,96,70.4,84.4,31.1,14.7,0,0,0,,0,0,,9.2,43.8,1008.5,24.3,,,,,,2010-02-26T06:39:20,2010-02-26T18:31:45,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,2/27/2010,101.2,76.2,87.9,95.5,76.2,84.9,30.9,13.7,0,0,0,,0,0,,10.1,41,1010,18.1,,,,,,2010-02-27T06:38:51,2010-02-27T18:31:53,0.46,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,2/28/2010,99.8,69.5,84.5,94.1,69.5,82,23.8,11.5,0,0,0,,0,0,,8.1,43.8,1011.3,3,,,,,,2010-02-28T06:38:21,2010-02-28T18:32:01,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,3/1/2010,97.6,70.2,84.4,92.3,70.2,81.9,20,9.9,0,0,0,,0,0,,8.7,47.5,1012.3,1.4,,,,,,2010-03-01T06:37:50,2010-03-01T18:32:09,0.53,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,3/2/2010,99.2,71.7,85.6,93.8,71.7,83.1,26.1,11.9,0,0,0,,0,0,,8.3,43.6,1012.8,0.5,,,,,,2010-03-02T06:37:19,2010-03-02T18:32:16,0.56,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,3/3/2010,99.2,71.5,86.1,93.8,71.5,83.3,28.9,13.4,0,0,0,,0,0,,9.4,48.3,1012.1,0,,,,,,2010-03-03T06:36:47,2010-03-03T18:32:22,0.59,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,3/4/2010,98.7,69.5,84.8,93.2,69.5,82.3,24.3,11.7,0,0,0,,0,0,,8.5,47.1,1011.3,8,,,,,,2010-03-04T06:36:15,2010-03-04T18:32:29,0.62,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,3/5/2010,100.1,69.3,84,94.4,69.3,81.6,26.4,13.4,0,0,0,,0,0,,8.9,47.8,1010.3,45.7,,,,,,2010-03-05T06:35:42,2010-03-05T18:32:35,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
Jigawa,3/6/2010,101.4,69.2,85.4,95.6,69.2,82.7,25.5,12.1,0,0,0,,0,0,,7.2,47.4,1009.3,22.2,,,,,,2010-03-06T06:35:09,2010-03-06T18:32:40,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/7/2010,101,65.2,84.1,95.6,65.2,81.4,24.5,11.7,0,0,0,,0,0,,6.5,26.7,1009.1,24,,,,,,2010-03-07T06:34:36,2010-03-07T18:32:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/8/2010,103.2,67.2,85.7,97.2,67.2,82.9,27.6,13.1,0,0,0,,0,0,,6.5,1.5,1008.3,41.7,,,,,,2010-03-08T06:34:02,2010-03-08T18:32:50,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/9/2010,102.5,67,86.9,96.2,67,83.6,26.7,12.8,0,0,0,,0,0,,6.7,21,1007,26.8,,,,,,2010-03-09T06:33:27,2010-03-09T18:32:54,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,3/10/2010,103.4,70.1,89.4,103.1,70.1,87.8,44.2,21.4,0,0,0,,0,0,,6.3,279.3,1007.1,76.9,,,,,,2010-03-10T06:32:52,2010-03-10T18:32:59,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/11/2010,105,73.7,90.6,98.6,73.7,87.2,38.5,20.8,0,0,0,,0,0,,5.1,16.4,1007.7,88.6,,,,,,2010-03-11T06:32:17,2010-03-11T18:33:02,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/12/2010,106.4,70.1,89.6,100.2,70.1,86.3,32.5,14.1,0,0,0,,0,0,,6.5,328.5,1007.4,73.3,,,,,,2010-03-12T06:31:41,2010-03-12T18:33:06,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/13/2010,106.2,69.9,89.1,100.6,69.9,86.3,37.6,17.6,0,0,0,,0,0,,6.3,297.2,1006.9,20.2,,,,,,2010-03-13T06:31:06,2010-03-13T18:33:09,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/14/2010,105.3,78.9,92.8,104.1,78.9,92.1,51.7,26.9,0,0,0,,0,0,,9.8,270.7,1005.8,60.5,,,,,,2010-03-14T06:30:29,2010-03-14T18:33:12,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/15/2010,105,82.8,92.9,102.6,82.8,92.7,57.7,33.5,0,0,0,,0,0,,10.7,257.1,1006,45.4,,,,,,2010-03-15T06:29:53,2010-03-15T18:33:15,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,3/16/2010,104.1,78.9,90.7,100,78.9,89,50.9,29,0,0,0,,0,0,,8.5,308.1,1007.5,56.7,,,,,,2010-03-16T06:29:16,2010-03-16T18:33:18,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/17/2010,99.4,79.4,89.4,96.3,79.4,87.6,49.8,27.6,0,0,0,,0,0,,5.8,317.8,1009.1,80.9,,,,,,2010-03-17T06:28:40,2010-03-17T18:33:20,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/18/2010,98.9,81.2,90.2,94,79.3,86.5,37.4,16,0,0,0,,0,0,,10.3,51.1,1011.3,42.4,,,,,,2010-03-18T06:28:02,2010-03-18T18:33:22,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/19/2010,91.3,78.2,84.5,87,78.2,82,31.8,15.2,0,0,0,,0,0,,10.7,46.1,1013.8,27.2,,,,,,2010-03-19T06:27:25,2010-03-19T18:33:25,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/20/2010,87.9,72.2,80.7,84.1,72.2,79.1,27.8,14.6,0,0,0,,0,0,,12.5,40.4,1014.4,55.6,,,,,,2010-03-20T06:26:48,2010-03-20T18:33:27,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/21/2010,87.9,70.8,79,84.2,70.8,77.7,25.7,14.4,0,0,0,,0,0,,10.5,43.9,1014.5,49.7,,,,,,2010-03-21T06:26:10,2010-03-21T18:33:28,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/22/2010,90.4,68.4,79.5,86.2,68.4,77.8,23.3,12.8,0,0,0,,0,0,,9.6,41.7,1013,16.3,,,,,,2010-03-22T06:25:33,2010-03-22T18:33:30,0.23,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,3/23/2010,91.3,66.5,79.3,87,66.5,77.7,20.7,11.5,0,0,0,,0,0,,8.7,39.7,1011.1,28.7,,,,,,2010-03-23T06:24:55,2010-03-23T18:33:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/24/2010,92.2,62.7,77.6,87.8,62.7,76,18.8,11.4,0,0,0,,0,0,,7.8,42.5,1010.2,0,,,,,,2010-03-24T06:24:17,2010-03-24T18:33:33,0.3,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,3/25/2010,93.8,61.1,78,89.2,61.1,76.2,24.1,14.4,0,0,0,,0,0,,8.1,43.8,1011.5,43.2,,,,,,2010-03-25T06:23:40,2010-03-25T18:33:35,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/26/2010,96.5,67,82.3,91.4,67,79.9,21.6,11,0,0,0,,0,0,,8.5,37.9,1012.6,92.5,,,,,,2010-03-26T06:23:02,2010-03-26T18:33:36,0.37,Overcast,Cloudy skies throughout the day.,cloudy,remote
Jigawa,3/27/2010,96.7,74,84.1,91.5,74,82.1,16.4,8.6,0,0,0,,0,0,,8.9,47.6,1012.2,95.9,,,,,,2010-03-27T06:22:24,2010-03-27T18:33:38,0.41,Overcast,Cloudy skies throughout the day.,cloudy,remote
Jigawa,3/28/2010,97.4,72.6,84.9,92.2,72.6,82.4,22.2,10.4,0,0,0,,0,0,,10.1,45.7,1012.6,58.5,,,,,,2010-03-28T06:21:46,2010-03-28T18:33:39,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,3/29/2010,98.3,69.5,83.3,92.9,69.5,80.9,22,11.4,0,0,0,,0,0,,11.2,50.3,1012,24.3,,,,,,2010-03-29T06:21:09,2010-03-29T18:33:41,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
Jigawa,3/30/2010,99.2,71,84.5,93.7,71,82,25,11.9,0,0,0,,0,0,,9.8,52.6,1011.1,1.2,,,,,,2010-03-30T06:20:31,2010-03-30T18:33:42,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,3/31/2010,102.1,71.7,86.3,96.1,71.7,83.6,25.2,11.4,0,0,0,,0,0,,9.4,52.2,1009.6,16.1,,,,,,2010-03-31T06:19:54,2010-03-31T18:33:44,0.54,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,4/1/2010,102.8,72.4,87.5,96.6,72.4,84.5,25.6,11.4,0,0,0,,0,0,,8.7,42.2,1008.7,0.1,,,,,,2010-04-01T06:19:16,2010-04-01T18:33:45,0.58,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,4/2/2010,102.5,73.5,87.8,96.3,73.5,84.8,23.6,10.1,0,0,0,,0,0,,9.2,39.2,1008,47.7,,,,,,2010-04-02T06:18:39,2010-04-02T18:33:47,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,4/3/2010,104.3,72.8,88.8,98,72.8,85.8,27.8,11.8,0,0,0,,0,0,,7.6,52.3,1007.3,18.9,,,,,,2010-04-03T06:18:02,2010-04-03T18:33:49,0.64,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,4/4/2010,104.3,72.1,87.5,98,72.1,84.6,26.8,12.1,0,0,0,,0,0,,6.5,40.8,1007.3,40.2,,,,,,2010-04-04T06:17:25,2010-04-04T18:33:51,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,4/5/2010,104.5,72.2,88.7,97.9,72.2,85.4,24.1,10.3,0,0,0,,0,0,,6.9,46.7,1007.5,55.3,,,,,,2010-04-05T06:16:49,2010-04-05T18:33:53,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,4/6/2010,104.3,77.1,90.1,98.1,77.1,86.5,26.6,10.7,0,0,0,,0,0,,7.8,41.8,1006.8,40.6,,,,,,2010-04-06T06:16:13,2010-04-06T18:33:55,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
Jigawa,4/7/2010,103,80.1,91,97.1,78.4,87,28.2,11,0,0,0,,0,0,,8.3,66.6,1006.9,62.2,,,,,,2010-04-07T06:15:36,2010-04-07T18:33:57,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,4/8/2010,101.7,74.2,88.9,95.6,74.2,85.5,21.3,8.8,0,0,0,,0,0,,8.1,44.5,1007.8,38.1,,,,,,2010-04-08T06:15:01,2010-04-08T18:34:00,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,4/9/2010,102.3,77.4,89.7,96.2,77.4,86.2,23.5,9.3,0,0,0,,0,0,,8.1,49.4,1008.3,9.9,,,,,,2010-04-09T06:14:25,2010-04-09T18:34:02,0.84,Clear,Clear conditions throughout the day.,clear-day,remote
Jigawa,4/10/2010,101.6,76,89.3,95.5,76,85.8,23.1,9.6,0,0,0,,0,0,,6.9,21.9,1007.4,84.1,,,,,,2010-04-10T06:13:50,2010-04-10T18:34:05,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Jigawa,4/11/2010,104.5,77.3,90.7,98.1,77.3,87,26.9,10.5,0,0,0,,0,0,,5.8,4.8,1005.5,59.5,,,,,,2010-04-11T06:13:15,2010-04-11T18:34:08,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
